Category,DayOfWeek,Date,Time,X,Y
STOLEN PROPERTY,Monday,5/13/2013,,-122.3493031,47.66287425
VEHICLE THEFT,Monday,5/13/2013,,-122.3407976,47.6084931
VEHICLE THEFT,Monday,5/13/2013,,-122.3407976,47.6084931
VEHICLE THEFT,Monday,5/13/2013,,-122.3407976,47.6084931
VEHICLE THEFT,Monday,5/13/2013,,-122.3407976,47.6084931
VEHICLE THEFT,Monday,5/13/2013,,-122.3407976,47.6084931
VEHICLE THEFT,Monday,5/13/2013,,-122.3915842,47.52485445
THREATS,Monday,5/13/2013,,-122.365512,47.55929082
THREATS,Monday,5/13/2013,,-122.365512,47.55929082
THREATS,Monday,5/13/2013,,-122.365512,47.55929082
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3400165,47.60881966
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3400165,47.60881966
WARRANT ARREST,Monday,5/13/2013,,-122.331573,47.60087787
WARRANT ARREST,Monday,5/13/2013,,-122.331573,47.60087787
WARRANT ARREST,Monday,5/13/2013,,-122.331573,47.60087787
WARRANT ARREST,Monday,5/13/2013,,-122.331573,47.60087787
BURGLARY,Monday,5/13/2013,,-122.3541203,47.70598735
BIKE THEFT,Monday,5/13/2013,,-122.3191726,47.66130885
BURGLARY,Monday,5/13/2013,,-122.3541203,47.70598735
BIKE THEFT,Monday,5/13/2013,,-122.3665125,47.53188282
BURGLARY,Monday,5/13/2013,,-122.3541203,47.70598735
STOLEN PROPERTY,Monday,5/13/2013,,-122.2840183,47.63639097
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3072316,47.66215428
CAR PROWL,Monday,5/13/2013,,-122.3230816,47.62046445
WARRANT ARREST,Monday,5/13/2013,,-122.3263509,47.6017088
WARRANT ARREST,Monday,5/13/2013,,-122.3263509,47.6017088
WARRANT ARREST,Monday,5/13/2013,,-122.3263509,47.6017088
WARRANT ARREST,Monday,5/13/2013,,-122.3263509,47.6017088
WARRANT ARREST,Monday,5/13/2013,,-122.3310822,47.60241242
SHOPLIFTING,Monday,5/13/2013,,-122.3553302,47.69331765
THREATS,Monday,5/13/2013,,-122.2753228,47.52331187
THREATS,Monday,5/13/2013,,-122.2753228,47.52331187
THREATS,Monday,5/13/2013,,-122.2753228,47.52331187
OTHER PROPERTY,Monday,5/13/2013,,-122.2996428,47.68134291
THREATS,Monday,5/13/2013,,-122.3178691,47.55639058
OTHER PROPERTY,Monday,5/13/2013,,-122.3332356,47.60644457
BURGLARY,Monday,5/13/2013,,-122.3173635,47.67040398
THREATS,Monday,5/13/2013,,-122.3178691,47.55639058
OTHER PROPERTY,Monday,5/13/2013,,-122.3332356,47.60644457
FRAUD,Monday,5/13/2013,,-122.3113706,47.62129036
OTHER PROPERTY,Monday,5/13/2013,,-122.3187867,47.54439006
OTHER PROPERTY,Monday,5/13/2013,,-122.3187867,47.54439006
OTHER PROPERTY,Monday,5/13/2013,,-122.3187867,47.54439006
STOLEN PROPERTY,Monday,5/13/2013,,-122.3368905,47.61044024
SHOPLIFTING,Monday,5/13/2013,,-122.3761394,47.63633605
SHOPLIFTING,Monday,5/13/2013,,-122.3761394,47.63633605
DISTURBANCE,Monday,5/13/2013,,-122.3408737,47.60640698
DISTURBANCE,Monday,5/13/2013,,-122.3408737,47.60640698
DISTURBANCE,Monday,5/13/2013,,-122.3408737,47.60640698
VEHICLE THEFT,Monday,5/13/2013,,-122.3851371,47.58208971
OTHER PROPERTY,Monday,5/13/2013,,-122.3553114,47.69150678
OTHER PROPERTY,Monday,5/13/2013,,-122.3553114,47.69150678
OTHER PROPERTY,Monday,5/13/2013,,-122.3553114,47.69150678
VEHICLE THEFT,Monday,5/13/2013,,-122.3051967,47.66129999
CAR PROWL,Monday,5/13/2013,,-122.3774515,47.56245377
ASSAULT,Monday,5/13/2013,,-122.3375827,47.72685451
ASSAULT,Monday,5/13/2013,,-122.3375827,47.72685451
BIKE THEFT,Monday,5/13/2013,,-122.3249164,47.68084462
BIKE THEFT,Monday,5/13/2013,,-122.3249164,47.68084462
BIKE THEFT,Monday,5/13/2013,,-122.3249164,47.68084462
OTHER PROPERTY,Monday,5/13/2013,,-122.3350498,47.69867736
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3230816,47.62046445
FRAUD,Monday,5/13/2013,,-122.3887368,47.53676699
CAR PROWL,Monday,5/13/2013,,-122.3258845,47.6817156
FRAUD,Monday,5/13/2013,,-122.3887368,47.53676699
FRAUD,Monday,5/13/2013,,-122.3887368,47.53676699
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3252871,47.61869182
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3166652,47.6579168
BURGLARY,Monday,5/13/2013,,-122.2674516,47.50702207
BURGLARY,Monday,5/13/2013,,-122.2674516,47.50702207
BURGLARY,Monday,5/13/2013,,-122.2674516,47.50702207
CAR PROWL,Monday,5/13/2013,,-122.3207442,47.60426924
BURGLARY,Monday,5/13/2013,,-122.3187916,47.65848703
BURGLARY,Monday,5/13/2013,,-122.3187916,47.65848703
STOLEN PROPERTY,Monday,5/13/2013,,-122.3295124,47.67518148
STOLEN PROPERTY,Monday,5/13/2013,,-122.3295124,47.67518148
BURGLARY,Monday,5/13/2013,,-122.3187916,47.65848703
CAR PROWL,Monday,5/13/2013,,-122.3384495,47.60878866
CAR PROWL,Monday,5/13/2013,,-122.3384495,47.60878866
VEHICLE THEFT,Monday,5/13/2013,,-122.3269337,47.63288035
VEHICLE THEFT,Monday,5/13/2013,,-122.3269337,47.63288035
VEHICLE THEFT,Monday,5/13/2013,,-122.3269337,47.63288035
OTHER PROPERTY,Monday,5/13/2013,,-122.3768044,47.6915193
TRESPASS,Monday,5/13/2013,,-122.3834701,47.56649056
TRESPASS,Monday,5/13/2013,,-122.3834701,47.56649056
TRESPASS,Monday,5/13/2013,,-122.3834701,47.56649056
TRESPASS,Monday,5/13/2013,,-122.3834701,47.56649056
TRESPASS,Monday,5/13/2013,,-122.3834701,47.56649056
FORGERY,Monday,5/13/2013,,-122.2644964,47.52240865
FORGERY,Monday,5/13/2013,,-122.2644964,47.52240865
CAR PROWL,Monday,5/13/2013,,-122.3415647,47.61631395
CAR PROWL,Monday,5/13/2013,,-122.272641,47.56823308
CAR PROWL,Monday,5/13/2013,,-122.272641,47.56823308
CAR PROWL,Monday,5/13/2013,,-122.272641,47.56823308
CAR PROWL,Monday,5/13/2013,,-122.272641,47.56823308
CAR PROWL,Monday,5/13/2013,,-122.272641,47.56823308
CAR PROWL,Monday,5/13/2013,,-122.3553302,47.69331765
VEHICLE THEFT,Monday,5/13/2013,,-122.3908335,47.56475888
VEHICLE THEFT,Monday,5/13/2013,,-122.3719421,47.51488274
VEHICLE THEFT,Monday,5/13/2013,,-122.3719421,47.51488274
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3839497,47.57929809
BURGLARY,Monday,5/13/2013,,-122.263718,47.68535838
BURGLARY,Monday,5/13/2013,,-122.263718,47.68535838
OTHER PROPERTY,Monday,5/13/2013,,-122.3392835,47.66641795
OTHER PROPERTY,Monday,5/13/2013,,-122.3392835,47.66641795
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3658614,47.52738041
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3658614,47.52738041
PROPERTY DAMAGE,Monday,5/13/2013,,-122.3658614,47.52738041
DISTURBANCE,Monday,5/13/2013,,-122.3200348,47.61640905
BURGLARY,Monday,5/13/2013,,-122.3596128,47.63777655
BURGLARY,Monday,5/13/2013,,-122.3596128,47.63777655
TRESPASS,Monday,5/13/2013,,-122.322132,47.61522458
VEHICLE THEFT,Monday,5/13/2013,,-122.3802528,47.57836292
VEHICLE THEFT,Monday,5/13/2013,,-122.3802528,47.57836292
WARRANT ARREST,Monday,5/13/2013,,-122.2901571,47.5051222
ASSAULT,Monday,5/13/2013,,-122.3322242,47.60088043
ASSAULT,Monday,5/13/2013,,-122.3322242,47.60088043
WEAPON,Monday,5/13/2013,,-122.2955705,47.57496566
DUI,Monday,5/13/2013,,0,0
THREATS,Monday,5/13/2013,,-122.3131878,47.65905498
FRAUD,Monday,5/13/2013,,-122.3413262,47.69326224
FRAUD,Monday,5/13/2013,,-122.2975577,47.62739624
THREATS,Monday,5/13/2013,,-122.3131878,47.65905498
OTHER PROPERTY,Monday,5/13/2013,,-122.3148242,47.61291271
THREATS,Monday,5/13/2013,,-122.3131878,47.65905498
BURGLARY,Tuesday,5/14/2013,,-122.3533896,47.56630274
BURGLARY,Tuesday,5/14/2013,,-122.3533896,47.56630274
ROBBERY,Tuesday,5/14/2013,,-122.3402176,47.60736373
ROBBERY,Tuesday,5/14/2013,,-122.3402176,47.60736373
ASSAULT,Tuesday,5/14/2013,,-122.330415,47.61919797
ASSAULT,Tuesday,5/14/2013,,-122.330415,47.61919797
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3166652,47.6579168
WEAPON,Tuesday,5/14/2013,,-122.2938204,47.73285934
THREATS,Tuesday,5/14/2013,,-122.3337267,47.60278737
BURGLARY,Tuesday,5/14/2013,,-122.3870127,47.55300093
BURGLARY,Tuesday,5/14/2013,,-122.3870127,47.55300093
BURGLARY,Tuesday,5/14/2013,,-122.3870127,47.55300093
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3555389,47.71959911
CAR PROWL,Tuesday,5/14/2013,,-122.3400296,47.66878457
CAR PROWL,Tuesday,5/14/2013,,-122.3202162,47.64692026
CAR PROWL,Tuesday,5/14/2013,,-122.3235043,47.58085021
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3815856,47.67598716
CAR PROWL,Tuesday,5/14/2013,,-122.3235043,47.58085021
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3815856,47.67598716
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3815856,47.67598716
CAR PROWL,Tuesday,5/14/2013,,-122.3149422,47.68761769
CAR PROWL,Tuesday,5/14/2013,,-122.3149422,47.68761769
CAR PROWL,Tuesday,5/14/2013,,-122.3149422,47.68761769
BURGLARY,Tuesday,5/14/2013,,-122.3050416,47.60309154
WARRANT ARREST,Tuesday,5/14/2013,,-122.3201136,47.61408042
CAR PROWL,Tuesday,5/14/2013,,-122.3253089,47.62256185
BURGLARY,Tuesday,5/14/2013,,-122.3586531,47.6267233
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3651235,47.6241458
CAR PROWL,Tuesday,5/14/2013,,-122.3253089,47.62256185
VEHICLE THEFT,Tuesday,5/14/2013,,-122.3295485,47.67287874
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3651235,47.6241458
BURGLARY,Tuesday,5/14/2013,,-122.3586531,47.6267233
WARRANT ARREST,Tuesday,5/14/2013,,-122.3194119,47.60478098
WARRANT ARREST,Tuesday,5/14/2013,,-122.3194119,47.60478098
SHOPLIFTING,Tuesday,5/14/2013,,-122.3246152,47.7086028
SHOPLIFTING,Tuesday,5/14/2013,,-122.3246152,47.7086028
NARCOTICS,Tuesday,5/14/2013,,-122.3146851,47.58454558
ASSAULT,Tuesday,5/14/2013,,-122.337793,47.60974846
ASSAULT,Tuesday,5/14/2013,,-122.337793,47.60974846
ASSAULT,Tuesday,5/14/2013,,-122.3259434,47.61811262
CAR PROWL,Tuesday,5/14/2013,,-122.3132266,47.65757453
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3625869,47.62460517
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3625869,47.62460517
CAR PROWL,Tuesday,5/14/2013,,-122.3132266,47.65757453
SHOPLIFTING,Tuesday,5/14/2013,,-122.3446457,47.70097733
ROBBERY,Tuesday,5/14/2013,,-122.2807316,47.55702008
ROBBERY,Tuesday,5/14/2013,,-122.2807316,47.55702008
ASSAULT,Tuesday,5/14/2013,,-122.3707925,47.56579959
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3236932,47.69222633
VEHICLE THEFT,Tuesday,5/14/2013,,-122.3157299,47.62153399
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.334271,47.62141953
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.334271,47.62141953
VEHICLE THEFT,Tuesday,5/14/2013,,-122.3400858,47.66708378
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3236932,47.69222633
VEHICLE THEFT,Tuesday,5/14/2013,,-122.3256925,47.62958065
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3236932,47.69222633
CAR PROWL,Tuesday,5/14/2013,,-122.3400296,47.66878457
BURGLARY,Tuesday,5/14/2013,,-122.2903312,47.54765156
BURGLARY,Tuesday,5/14/2013,,-122.2903312,47.54765156
OBSTRUCT,Tuesday,5/14/2013,,-122.3393581,47.60978173
BURGLARY,Tuesday,5/14/2013,,-122.3882175,47.63806281
BURGLARY,Tuesday,5/14/2013,,-122.3882175,47.63806281
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3488588,47.62716152
ASSAULT,Tuesday,5/14/2013,,-122.3874357,47.57020035
STOLEN PROPERTY,Tuesday,5/14/2013,,-122.3167846,47.6134965
SHOPLIFTING,Tuesday,5/14/2013,,-122.2984112,47.66332336
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3381467,47.61097516
CAR PROWL,Tuesday,5/14/2013,,-122.4084588,47.56803776
CAR PROWL,Tuesday,5/14/2013,,-122.3376419,47.60706704
CAR PROWL,Tuesday,5/14/2013,,-122.4084588,47.56803776
CAR PROWL,Tuesday,5/14/2013,,-122.3376419,47.60706704
CAR PROWL,Tuesday,5/14/2013,,-122.4084588,47.56803776
FRAUD,Tuesday,5/14/2013,,-122.3097276,47.66125698
ROBBERY,Tuesday,5/14/2013,,-122.3187042,47.6749846
ROBBERY,Tuesday,5/14/2013,,-122.3187042,47.6749846
ROBBERY,Tuesday,5/14/2013,,-122.3187042,47.6749846
ROBBERY,Tuesday,5/14/2013,,-122.3187042,47.6749846
VEHICLE THEFT,Tuesday,5/14/2013,,-122.3867767,47.56200905
DISTURBANCE,Tuesday,5/14/2013,,-122.3049411,47.69029013
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3469687,47.61856847
BURGLARY,Tuesday,5/14/2013,,-122.3450961,47.54736919
BURGLARY,Tuesday,5/14/2013,,-122.3450961,47.54736919
SHOPLIFTING,Tuesday,5/14/2013,,-122.2680301,47.51985178
SHOPLIFTING,Tuesday,5/14/2013,,-122.2680301,47.51985178
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3260155,47.71092446
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3260155,47.71092446
VEHICLE THEFT,Tuesday,5/14/2013,,-122.3240336,47.62314053
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3260155,47.71092446
VEHICLE THEFT,Tuesday,5/14/2013,,-122.3240336,47.62314053
CAR PROWL,Tuesday,5/14/2013,,-122.2757508,47.56409461
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3449968,47.72503555
CAR PROWL,Tuesday,5/14/2013,,-122.3069773,47.5735688
CAR PROWL,Tuesday,5/14/2013,,-122.3069773,47.5735688
CAR PROWL,Tuesday,5/14/2013,,-122.2757508,47.56409461
BIKE THEFT,Tuesday,5/14/2013,,-122.3903011,47.69972354
THREATS,Tuesday,5/14/2013,,-122.3016369,47.58407876
THEFT OF SERVICES,Tuesday,5/14/2013,,-122.3382473,47.6102463
THEFT OF SERVICES,Tuesday,5/14/2013,,-122.3382473,47.6102463
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3259754,47.58153621
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3259754,47.58153621
BIKE THEFT,Tuesday,5/14/2013,,-122.3258291,47.63305755
CAR PROWL,Tuesday,5/14/2013,,-122.3134631,47.68943285
CAR PROWL,Tuesday,5/14/2013,,-122.3134631,47.68943285
BIKE THEFT,Tuesday,5/14/2013,,-122.3258291,47.63305755
ASSAULT,Tuesday,5/14/2013,,-122.337793,47.60974846
THREATS,Tuesday,5/14/2013,,-122.313149,47.66053224
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3775523,47.66643413
CAR PROWL,Tuesday,5/14/2013,,-122.2622281,47.67889074
BURGLARY,Tuesday,5/14/2013,,-122.3059216,47.72029178
BURGLARY,Tuesday,5/14/2013,,-122.3265103,47.6177382
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.3881034,47.67594439
BURGLARY,Tuesday,5/14/2013,,-122.3059216,47.72029178
THREATS,Tuesday,5/14/2013,,-122.3539922,47.520109
THREATS,Tuesday,5/14/2013,,-122.3276729,47.59793629
CAR PROWL,Tuesday,5/14/2013,,-122.3162461,47.68461833
CAR PROWL,Tuesday,5/14/2013,,-122.3162461,47.68461833
CAR PROWL,Tuesday,5/14/2013,,-122.3162461,47.68461833
THREATS,Tuesday,5/14/2013,,-122.3415426,47.61278241
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3580486,47.62036281
CAR PROWL,Tuesday,5/14/2013,,-122.3251867,47.64651949
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3328781,47.6004741
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3328781,47.6004741
CAR PROWL,Tuesday,5/14/2013,,-122.3251867,47.64651949
DISTURBANCE,Tuesday,5/14/2013,,-122.3360281,47.52042665
DISTURBANCE,Tuesday,5/14/2013,,-122.3563758,47.61802864
SHOPLIFTING,Tuesday,5/14/2013,,-122.3693494,47.52103664
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3936836,47.6686514
FRAUD,Tuesday,5/14/2013,,-122.3230161,47.6112125
TRESPASS,Tuesday,5/14/2013,,-122.3250007,47.61522188
TRESPASS,Tuesday,5/14/2013,,-122.3250007,47.61522188
TRESPASS,Tuesday,5/14/2013,,-122.3250007,47.61522188
TRESPASS,Tuesday,5/14/2013,,-122.3250007,47.61522188
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3673947,47.66716855
BURGLARY,Tuesday,5/14/2013,,-122.2920432,47.69092467
FRAUD,Tuesday,5/14/2013,,-122.3246152,47.7086028
FRAUD,Tuesday,5/14/2013,,-122.3368377,47.61289774
CAR PROWL,Tuesday,5/14/2013,,-122.3652009,47.52468197
BURGLARY,Tuesday,5/14/2013,,-122.3548306,47.54925839
BURGLARY,Tuesday,5/14/2013,,-122.3548306,47.54925839
BURGLARY,Tuesday,5/14/2013,,-122.3072592,47.62964308
BURGLARY,Tuesday,5/14/2013,,-122.3072592,47.62964308
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3156801,47.59919954
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3156801,47.59919954
FRAUD,Tuesday,5/14/2013,,-122.3278873,47.60226993
ASSAULT,Tuesday,5/14/2013,,-122.3132266,47.65757453
ASSAULT,Tuesday,5/14/2013,,-122.3132266,47.65757453
ASSAULT,Tuesday,5/14/2013,,-122.3132266,47.65757453
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3519731,47.63231074
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3519731,47.63231074
WARRANT ARREST,Tuesday,5/14/2013,,-122.2924347,47.73375277
FRAUD,Tuesday,5/14/2013,,-122.3321536,47.60940641
BURGLARY,Tuesday,5/14/2013,,-122.2581333,47.67244346
DISTURBANCE,Tuesday,5/14/2013,,-122.367312,47.52102758
ASSAULT,Tuesday,5/14/2013,,-122.3762388,47.5583551
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.289922,47.56888116
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.2926428,47.66941959
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.2926428,47.66941959
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3336927,47.60526722
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3156801,47.59919954
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3220166,47.62256335
BURGLARY-SECURE PARKING-RES,Tuesday,5/14/2013,,-122.2926428,47.66941959
STOLEN PROPERTY,Tuesday,5/14/2013,,-122.3363363,47.60564046
WEAPON,Tuesday,5/14/2013,,-122.3265418,47.61171115
WEAPON,Tuesday,5/14/2013,,-122.3265418,47.61171115
WEAPON,Tuesday,5/14/2013,,-122.3265418,47.61171115
WEAPON,Tuesday,5/14/2013,,-122.3265418,47.61171115
CAR PROWL,Tuesday,5/14/2013,,-122.3237771,47.68069662
CAR PROWL,Tuesday,5/14/2013,,-122.3237771,47.68069662
CAR PROWL,Tuesday,5/14/2013,,-122.3237771,47.68069662
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3768194,47.56407687
FRAUD,Tuesday,5/14/2013,,-122.3417552,47.61173058
SHOPLIFTING,Tuesday,5/14/2013,,-122.3593147,47.69061787
BURGLARY,Tuesday,5/14/2013,,-122.2873165,47.54607698
BURGLARY,Tuesday,5/14/2013,,-122.2873165,47.54607698
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3329965,47.62254476
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3317354,47.60312654
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3317354,47.60312654
BURGLARY,Tuesday,5/14/2013,,-122.3681335,47.5647196
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3207558,47.60865749
BURGLARY,Tuesday,5/14/2013,,-122.3681335,47.5647196
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3160877,47.65834921
PICKPOCKET,Tuesday,5/14/2013,,-122.3400339,47.61306133
PICKPOCKET,Tuesday,5/14/2013,,-122.3400339,47.61306133
BURGLARY,Tuesday,5/14/2013,,-122.2805986,47.70980202
CAR PROWL,Tuesday,5/14/2013,,-122.3234732,47.61003457
BIKE THEFT,Tuesday,5/14/2013,,-122.3374414,47.60267489
FRAUD,Tuesday,5/14/2013,,-122.3703936,47.6329198
VEHICLE THEFT,Tuesday,5/14/2013,,-122.3861595,47.66743399
FRAUD,Tuesday,5/14/2013,,-122.3958048,47.58194646
VEHICLE THEFT,Tuesday,5/14/2013,,-122.3861595,47.66743399
FRAUD,Tuesday,5/14/2013,,-122.3958048,47.58194646
FRAUD,Tuesday,5/14/2013,,-122.273417,47.52701514
ASSAULT,Tuesday,5/14/2013,,-122.3275509,47.61197567
BURGLARY,Tuesday,5/14/2013,,-122.3828059,47.56972824
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3200563,47.67499164
BURGLARY,Tuesday,5/14/2013,,-122.3646967,47.69695991
BURGLARY,Tuesday,5/14/2013,,-122.3646967,47.69695991
ASSAULT,Tuesday,5/14/2013,,-122.3234439,47.60412808
BURGLARY,Tuesday,5/14/2013,,-122.3050416,47.60309154
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3142241,47.66400406
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3563758,47.61802864
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3563758,47.61802864
PROPERTY DAMAGE,Tuesday,5/14/2013,,0,0
PROPERTY DAMAGE,Tuesday,5/14/2013,,0,0
PROPERTY DAMAGE,Tuesday,5/14/2013,,0,0
VEHICLE THEFT,Tuesday,5/14/2013,,-122.3256925,47.62958065
CAR PROWL,Tuesday,5/14/2013,,-122.3421826,47.61140066
CAR PROWL,Tuesday,5/14/2013,,-122.3421826,47.61140066
STOLEN PROPERTY,Tuesday,5/14/2013,,-122.3190221,47.67584346
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3276692,47.59919352
OTHER PROPERTY,Tuesday,5/14/2013,,-122.3276692,47.59919352
TRAFFIC,Tuesday,5/14/2013,,-122.2981537,47.57834893
PROPERTY DAMAGE,Tuesday,5/14/2013,,-122.3200776,47.67186102
ASSAULT,Tuesday,5/14/2013,,-122.3373204,47.61132124
ASSAULT,Tuesday,5/14/2013,,-122.3373204,47.61132124
TRESPASS,Tuesday,5/14/2013,,-122.3309066,47.55652654
TRESPASS,Tuesday,5/14/2013,,-122.3309066,47.55652654
PROSTITUTION,Tuesday,5/14/2013,,-122.3411023,47.61134853
PROSTITUTION,Tuesday,5/14/2013,,-122.3411023,47.61134853
PROSTITUTION,Tuesday,5/14/2013,,-122.3411023,47.61134853
FRAUD,Tuesday,5/14/2013,,-122.3454439,47.61508874
FRAUD,Tuesday,5/14/2013,,-122.3454439,47.61508874
SHOPLIFTING,Wednesday,5/15/2013,,-122.3142241,47.66400406
CAR PROWL,Wednesday,5/15/2013,,-122.3341993,47.58293703
CAR PROWL,Wednesday,5/15/2013,,-122.3341993,47.58293703
OTHER PROPERTY,Wednesday,5/15/2013,,-122.2816165,47.51203713
VEHICLE THEFT,Wednesday,5/15/2013,,-122.3532854,47.69241234
FRAUD,Wednesday,5/15/2013,,-122.3328781,47.6004741
FRAUD,Wednesday,5/15/2013,,-122.3328781,47.6004741
ROBBERY,Wednesday,5/15/2013,,-122.3446748,47.70342166
ROBBERY,Wednesday,5/15/2013,,-122.3446748,47.70342166
ROBBERY,Wednesday,5/15/2013,,-122.3446748,47.70342166
PROPERTY DAMAGE,Wednesday,5/15/2013,,-122.3156801,47.59919954
PROPERTY DAMAGE,Wednesday,5/15/2013,,-122.3156801,47.59919954
PROPERTY DAMAGE,Wednesday,5/15/2013,,-122.3350498,47.69867736
PROPERTY DAMAGE,Wednesday,5/15/2013,,-122.3350498,47.69867736
PROPERTY DAMAGE,Wednesday,5/15/2013,,-122.3350498,47.69867736
OTHER PROPERTY,Wednesday,5/15/2013,,-122.3201034,47.67697524
OTHER PROPERTY,Wednesday,5/15/2013,,-122.3201034,47.67697524
OTHER PROPERTY,Wednesday,5/15/2013,,-122.3201034,47.67697524
VEHICLE THEFT,Wednesday,5/15/2013,,-122.3109336,47.67940976
DISTURBANCE,Wednesday,5/15/2013,,-122.3865836,47.58025275
OTHER PROPERTY,Wednesday,5/15/2013,,-122.3408737,47.60640698
WARRANT ARREST,Wednesday,5/15/2013,,-122.3146851,47.58454558
WARRANT ARREST,Wednesday,5/15/2013,,-122.3246152,47.7086028
WARRANT ARREST,Wednesday,5/15/2013,,-122.3246152,47.7086028
STOLEN PROPERTY,Wednesday,5/15/2013,,-122.3181689,47.6158384
BURGLARY,Wednesday,5/15/2013,,-122.3707128,47.56955439
THREATS,Wednesday,5/15/2013,,-122.3127767,47.61351218
VEHICLE THEFT,Wednesday,5/15/2013,,-122.3251359,47.69770814
PROPERTY DAMAGE,Wednesday,5/15/2013,,-122.3146952,47.58334193
THREATS,Wednesday,5/15/2013,,-122.3127767,47.61351218
VEHICLE THEFT,Wednesday,5/15/2013,,-122.3181058,47.71854354
BURGLARY,Wednesday,5/15/2013,,-122.3707128,47.56955439
CAR PROWL,Wednesday,5/15/2013,,-122.3341972,47.58716618
CAR PROWL,Wednesday,5/15/2013,,-122.3341972,47.58716618
THREATS,Wednesday,5/15/2013,,-122.3269563,47.52226804
PROPERTY DAMAGE,Wednesday,5/15/2013,,-122.3146798,47.58504189
BURGLARY,Wednesday,5/15/2013,,-122.3707128,47.56955439
PROPERTY DAMAGE,Wednesday,5/15/2013,,-122.3146798,47.58504189
THREATS,Wednesday,5/15/2013,,-122.3269563,47.52226804
PROPERTY DAMAGE,Wednesday,5/15/2013,,-122.3146952,47.58334193
CAR PROWL,Wednesday,5/15/2013,,-122.3341972,47.58716618
BIKE THEFT,Wednesday,5/15/2013,,-122.3126434,47.62208815
BURGLARY,Wednesday,5/15/2013,,-122.2958333,47.62371594
BURGLARY,Wednesday,5/15/2013,,-122.2958333,47.62371594
BURGLARY,Wednesday,5/15/2013,,-122.2958333,47.62371594
BURGLARY,Wednesday,5/15/2013,,-122.2958333,47.62371594
BURGLARY,Wednesday,5/15/2013,,-122.2958333,47.62371594
